Unnamed: 0,Time,User,Tweet,Location,Retweets,sentiment
1329,2023-05-19 17:23:45+00:00,Davethemann1,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1330,2023-05-19 17:22:11+00:00,EternallyDorky,@ErikaHarlacher Seeing one of my favourite voice actors talk about AI like this is just… perfect. Couldn’t agree more with your views on this stuff,,0,positive
1331,2023-05-19 17:21:24+00:00,FullNameXtian,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Health and Safety Protocols,108,positive
1332,2023-05-19 17:21:21+00:00,martin_fff,"RT @FarrahFazal: 🚩🚩🚩 WHY Studios WONT negotiate AI
Profit BILLIONS from writers’ work &amp; eliminate them
@JustineBateman “#AI is being used f…",West ish...,5,positive
1333,2023-05-19 17:20:07+00:00,RochardScott,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",,108,positive
1334,2023-05-19 17:19:26+00:00,phontigallo,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",919,108,positive
1335,2023-05-19 17:19:08+00:00,greencomulon,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,cwcville,318,negative
1336,2023-05-19 17:17:23+00:00,patsnaps,"RT @NationalWorldTV: SAG-AFTRA has recommended its members back a strike, with a fall in streaming residuals and fears around AI replacing…",New York City,5,negative
1337,2023-05-19 17:17:14+00:00,HausenFaust,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,United States,318,negative
1338,2023-05-19 17:15:58+00:00,krunged,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Outside.,318,negative
1339,2023-05-19 17:15:47+00:00,kylehebert,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Burbank, California",108,positive
1340,2023-05-19 17:15:24+00:00,LuluWalcott1,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Los Angeles, CA",108,positive
1341,2023-05-19 17:14:56+00:00,dyanimademedoit,@RegularRPerson @Shritija6 ai is actually one of the strike demands being made by the wga because studios are trying to push for ai usage through ai scripts and even requesting actors to sign off for the usage of their likeness through ai,black | 22 | she/her,0,positive
1342,2023-05-19 17:14:56+00:00,unite4strength,"RT @TheMCBonilla: We must do this - give our Negotiators the power they need. Self Tapes are out of control, we need guidelines built into…","Los Angeles, CA",4,neutral
1343,2023-05-19 17:14:31+00:00,sheeda418,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…","Los Angeles, CA",204,negative
1344,2023-05-19 17:12:43+00:00,JustineBateman,"RT @FarrahFazal: 🚩🚩🚩 WHY Studios WONT negotiate AI
Profit BILLIONS from writers’ work &amp; eliminate them
@JustineBateman “#AI is being used f…",L.A.,5,positive
1345,2023-05-19 17:10:54+00:00,GrayJones,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Valencia, CA",108,positive
1346,2023-05-19 17:10:18+00:00,Gabriel59007236,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1347,2023-05-19 17:10:00+00:00,Teralyri,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1348,2023-05-19 17:06:19+00:00,WriteStride,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1349,2023-05-19 17:06:15+00:00,DrSatan90682634,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,ctf_2fort ,318,negative
1350,2023-05-19 17:04:45+00:00,morrisdusk,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,DCSTLuptowndowntownswitzerland,15,negative
1351,2023-05-19 17:03:37+00:00,DarkLordUltimus,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,AQWorlds / AQ3D,318,negative
1352,2023-05-19 17:02:08+00:00,dgsquare2,@jimrosecircus1 This has to be AI. It's very unlikely that all the kids look exactly like their actors counterpart.,,0,positive
1353,2023-05-19 17:02:04+00:00,AmericanGriper,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,"CT, USA",15,negative
1354,2023-05-19 17:00:17+00:00,naveedafridi,"@PaulQuixotic @StuartJRitchie Can AI be trained to codify human values? If so wouldn’t that take care of the problem? Having said that, bad actors could easily codify ugly values.",United States,0,negative
1355,2023-05-19 17:00:16+00:00,GatlinBrown3,"RT @carolinerenard_: Actors, they’re already trying to figure out ways to replace you with AI. Want to use your likeness pass your death. Y…",Washington,180,negative
1356,2023-05-19 16:58:25+00:00,adentweets,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,North Carolina,15,negative
1357,2023-05-19 16:58:24+00:00,RayPride,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","Chicago, IL",108,positive
1358,2023-05-19 16:57:16+00:00,A_MAN_IN_YELL0W,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1359,2023-05-19 16:57:02+00:00,HappyTechTweet1,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",,204,negative
1360,2023-05-19 16:56:41+00:00,LamardCherAime,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",,204,negative
1361,2023-05-19 16:56:18+00:00,Hannah_illo,"AI is dangerous for all creatives. Not only do these AI companies and organizations scrape our written and visual art, but also the voices and bodies of actors and performers.

(6/?) https://t.co/jPSf22nvak",she/her,3,positive
1362,2023-05-19 16:55:44+00:00,Se7en53v311,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,,318,negative
1363,2023-05-19 16:52:50+00:00,Yxegolfer,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…",Canada,4425,positive
1364,2023-05-19 16:50:22+00:00,danofied,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","26s, Queer",108,positive
1365,2023-05-19 16:50:06+00:00,KristyBeverly,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…",,204,negative
1366,2023-05-19 16:49:58+00:00,davidscall,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",WA / NY,108,positive
1367,2023-05-19 16:49:52+00:00,Tenthmanin,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Wyoming, Ontario",318,negative
1368,2023-05-19 16:49:49+00:00,NeoLibMess,They even already replace actors. Between the de-agining technology and that seen in the Disney Plus movie where the crowd was filled with AI people https://t.co/5X1DeBPcAL,Canada,0,neutral
1369,2023-05-19 16:49:36+00:00,Chels725,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",,108,positive
1370,2023-05-19 16:49:25+00:00,honglebongle,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Tampa, FL",318,negative
1371,2023-05-19 16:48:46+00:00,Lula_Corleone,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,"Ohio, USA",15,negative
1372,2023-05-19 16:48:41+00:00,zoeinthecities,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…","secretly here, late as always.",108,positive
1373,2023-05-19 16:46:35+00:00,LahoriLawyer,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,Behind You,318,negative
1374,2023-05-19 16:45:44+00:00,EmigreThe,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,In Between,318,negative
1375,2023-05-19 16:42:39+00:00,ManeRok,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,BellyOf TheBeast @StayTunedATB,15,negative
1376,2023-05-19 16:42:03+00:00,MonochromeMocha,"RT @JustineBateman: SAG ACTORS. 
Vote YES to this strike authorization. It means that your negotiating committee can go into AMPTP negotiat…","Clackamas, Oregon",204,negative
1377,2023-05-19 16:42:02+00:00,lovesongsiren,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,in a cloud of glitter,15,negative
1378,2023-05-19 16:41:34+00:00,CultureFactotum,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Nidavellir,108,positive
1379,2023-05-19 16:40:40+00:00,baxstarjonmarie,"RT @JustineBateman: SAG ACTORS:
I want to talk about AI and how it will affect you.
I’m a former SAG Board Member and former SAG Negotiatin…","Oaxaca, Mexico",4425,positive
1380,2023-05-19 16:40:04+00:00,that_Douche,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,"Texas, USA",318,negative
1381,2023-05-19 16:39:48+00:00,JoeFilippone,"RT @TheMCBonilla: We must do this - give our Negotiators the power they need. Self Tapes are out of control, we need guidelines built into…","Hollywood, California",4,neutral
1382,2023-05-19 16:39:31+00:00,gilchrd,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,,15,negative
1383,2023-05-19 16:39:30+00:00,TheDragoEffect,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,Unstuck In Time,15,negative
1384,2023-05-19 16:39:00+00:00,LauraLeeActor,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",Venice California,108,positive
1385,2023-05-19 16:38:08+00:00,WaffleHouseDJ,RT @harikondabolu: Hollywood needs to shut down because people with all the money not only refuse to pay writers &amp; actors a fair cut of the…,,15,negative
1386,2023-05-19 16:37:56+00:00,jessmathews,"RT @JustineBateman: SAG ACTORS, you do not want this to happen to you. Demand #AI restrictions from your union leadership. Accept nothing l…",SoCal,108,positive
1387,2023-05-19 16:37:36+00:00,CaptainBhaal,RT @PDakkadakka: As an actual Factory Worker who has experienced machines and low skilled labor ruin wages and job markets. I smile when I…,My Country,318,negative
1388,2023-05-19 16:37:10+00:00,bettymbeauchamp,"RT @TheMCBonilla: We must do this - give our Negotiators the power they need. Self Tapes are out of control, we need guidelines built into…",,4,neutral
1389,2023-05-19 16:35:48+00:00,minnichan0,"RT @carolinerenard_: Actors! Your vote is now open. They’re trying to have AI replace you. Are y’all gonna let them get away with that? 

T…",Germany,61,negative
1390,2023-05-19 16:34:31+00:00,tinyEPICs,"To put the kibosh on #AI The people who are being used as frames of reference for it's 'creations', and the actors who are being placed in them should sue.
If they are going to write eps of CSI then anyone who has ever written one should sue.
They can't create without reference.",Here occasionally There,0,positive
