Unnamed: 0,Time,User,Tweet,Location,Retweets,cleaned_tweet
,,,"I mean, im not mad actors and elites produce crap anyway anymore, they really did it to themselves some industries need to die and be rebirthed. Maybe AI is a means to the death of an old industry to make a fresh beginning for a new human one",,,mean mad actor elite produce anyway anymore really industry need die rebirthed maybe ai mean death old industry make fresh beginning new human one
,,,Hey I have a complex question: do you know if these laws will apply for ai voices? Like preventing corporations from using ai generated voice instead of voice actors? And what about live action ai generated scenes? Theres been use of ai to abuse the power to send false-,,,hey complex question know law apply ai voice like preventing corporation using ai generated voice instead voice actor live action ai generated scene there use ai abuse power send false-
,,,/ Hey Guys! Just a note.. I'm all about Fandom and fan subs. But AI makes things weird. Cloning an actors voice without their knowledge from a show w/ AI and then creating a bunch of new media with it and posting it is not cool. That is someone's livelihood. Use ur own voice,,,hey guy note fandom fan sub ai make thing weird cloning actor voice without knowledge show ai creating bunch new medium posting cool someone livelihood use voice
,,,I do not want AI to steal what is original voice from the actors who has worked so many years and that their personality came with their voice that we hear each days on the tv. I for one do not want my kids grow up to only recognize Al who replaces their childhood-,,,want ai steal original voice actor worked many year personality came voice hear day tv one want kid grow recognize al replaces childhood-
,,,"Hollywood will never give up it's actors, far too many people with money, red shoes and horrifying inclinations that need a supply of wannabes to feed on AI just doesn't fullfill a movie producers needs....",,,hollywood never give actor far many people money red shoe horrifying inclination need supply wannabe feed ai fullfill movie producer need
,,,"To be completely honest. I dont care much. To much propaganda has infected the scripts anyway. And the actors, scriptwriters and producers don't care about that. So this means that the good movies and series will now become great again. No propaganda, no soulless AI. Pure talent.",,,completely honest dont care much much propaganda infected script anyway actor scriptwriter producer care mean good movie series become great propaganda soulless ai pure talent
,,,"I would be fine with AI used for every movie, no more leftist airhead actors at all",,,would ai used every movie leftist airhead actor
,,,"AI is bigger than Kenyans are willing to admit. The disruptions from AI will cause mass layoffs. In Hollywood, actors and directors are on strike presently. Think whether your job can be replaced",,,ai bigger kenyan willing admit disruption ai cause mass layoff hollywood actor director strike presently think whether job replaced
,,,"The issue with AI pods/commercials/new Sapranos is I imagine that all new actors, singers, etc., will sign their likenesses away before theyre famous to be in a project. So no specific release for use in one localized ad-read. Studios will pivot to new talent. Imagine MCU",,,issue ai pods/commercials/new sapranos imagine new actor singer etc. sign likeness away theyre famous project specific release use one localized ad-read studio pivot new talent imagine mcu
,,,We welcome the AI Lords! Gather up the actors - learn to code.,,,welcome ai lord gather actor learn code
